train_no,train_name,source_station_name,destination_station_name,distance,timetotravel,Base_Fare,source_state,destination_state
40406.0,TBM-MSB EMU,TAMBARAM,CHENNAI BEACH,35.177,1.007222222,202.3056232154456,Unknown,Tamil Nadu
40407.0,MSB-TBM EMU,CHENNAI BEACH,TAMBARAM,33.65,1.009444444,177.90136533604445,Tamil Nadu,Unknown
40408.0,TBM-MSB EMU,TAMBARAM,CHENNAI BEACH,35.177,1.007222222,505.6080441427475,Unknown,Tamil Nadu
40409.0,MSB-TBM EMU,CHENNAI BEACH,TAMBARAM,33.65,1.009444444,550.1786136858855,Tamil Nadu,Unknown
40410.0,TBM-MSB EMU,TAMBARAM,CHENNAI BEACH,35.177,1.007222222,632.2125938086426,Unknown,Tamil Nadu
40411.0,MSB-TBM EMU,CHENNAI BEACH,TAMBARAM,33.65,1.009444444,176.65955394572842,Tamil Nadu,Unknown
40412.0,TBM-MSB EMU,TAMBARAM,CHENNAI BEACH,35.177,1.007222222,451.62268494887473,Unknown,Tamil Nadu
40413.0,MSB-TBM EMU,CHENNAI BEACH,TAMBARAM,33.65,1.009444444,448.965647667526,Tamil Nadu,Unknown
40414.0,TBM-MSB EMU,TAMBARAM,CHENNAI BEACH,35.177,1.007222222,104.16712439276324,Unknown,Tamil Nadu
40415.0,MSB-TBM EMU,CHENNAI BEACH,TAMBARAM,33.65,1.009444444,374.2422244679966,Tamil Nadu,Unknown
40416.0,TBM-MSB EMU,TAMBARAM,CHENNAI BEACH,35.177,1.007222222,130.36021810944032,Unknown,Tamil Nadu
40417.0,MSB-TBM EMU,CHENNAI BEACH,TAMBARAM,33.65,1.009444444,502.3092324410875,Tamil Nadu,Unknown
40418.0,TBM-MSB EMU,TAMBARAM,CHENNAI BEACH,35.177,1.007222222,303.1804954289615,Unknown,Tamil Nadu
40419.0,MSB-TBM EMU,CHENNAI BEACH,TAMBARAM,33.65,1.009444444,647.0153103335982,Tamil Nadu,Unknown
40420.0,TBM-MSB EMU,TAMBARAM,CHENNAI BEACH,35.177,1.007222222,417.028961798949,Unknown,Tamil Nadu
40421.0,MSB-TBM EMU,CHENNAI BEACH,TAMBARAM,33.65,1.009444444,657.9393257673067,Tamil Nadu,Unknown
40422.0,TBM-MSB EMU,TAMBARAM,CHENNAI BEACH,35.177,1.007222222,450.5996471554556,Unknown,Tamil Nadu
40501.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,520.9415517041053,Tamil Nadu,Unknown
40502.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,79.05838612827655,Unknown,Tamil Nadu
40503.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,300.9256254776781,Tamil Nadu,Unknown
40504.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,486.6415190001421,Unknown,Tamil Nadu
40505.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,632.1917380102102,Tamil Nadu,Unknown
40506.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,329.357682628593,Unknown,Tamil Nadu
40507.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,121.93832071155434,Tamil Nadu,Unknown
40508.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,348.0947883790532,Unknown,Tamil Nadu
40509.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,557.8053267781778,Tamil Nadu,Unknown
40510.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,357.5461120299822,Unknown,Tamil Nadu
40511.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,109.77511544075604,Tamil Nadu,Unknown
40512.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,99.77444091836188,Unknown,Tamil Nadu
40513.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,247.8573005800528,Tamil Nadu,Unknown
40514.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,670.8807126236724,Unknown,Tamil Nadu
40515.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,525.0268886602324,Tamil Nadu,Unknown
40516.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,666.5168874856486,Unknown,Tamil Nadu
40517.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,297.11015269843506,Tamil Nadu,Unknown
40518.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,490.66539919745935,Unknown,Tamil Nadu
40519.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,149.75004309315838,Tamil Nadu,Unknown
40520.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,532.2338297473369,Unknown,Tamil Nadu
40522.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,637.0365786064515,Unknown,Tamil Nadu
40523.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,438.81640373897,Tamil Nadu,Unknown
40524.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,530.1178129769688,Unknown,Tamil Nadu
40525.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,617.7229531859571,Tamil Nadu,Unknown
40526.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,329.226869821436,Unknown,Tamil Nadu
40527.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,74.67290242740512,Tamil Nadu,Unknown
40528.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,621.4327610557924,Unknown,Tamil Nadu
40529.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,679.540173706551,Tamil Nadu,Unknown
40531.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,261.42698017565624,Tamil Nadu,Unknown
40532.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,491.73819254190886,Unknown,Tamil Nadu
40533.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,231.83251998697608,Tamil Nadu,Unknown
40534.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,469.2571208382083,Unknown,Tamil Nadu
40535.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,416.2528406731508,Tamil Nadu,Unknown
40536.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,470.393725501208,Unknown,Tamil Nadu
40538.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,486.2640350041244,Unknown,Tamil Nadu
40539.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,579.602696320796,Tamil Nadu,Unknown
40540.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,558.2403938934495,Unknown,Tamil Nadu
40541.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,349.2697100229638,Tamil Nadu,Unknown
40542.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,606.4660382826969,Unknown,Tamil Nadu
40543.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,614.9217857361245,Tamil Nadu,Unknown
40544.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,136.79624545902254,Unknown,Tamil Nadu
40545.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,453.9841180269469,Tamil Nadu,Unknown
40547.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,369.8202234778141,Tamil Nadu,Unknown
40548.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,539.768778169695,Unknown,Tamil Nadu
40549.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,506.89952505531255,Tamil Nadu,Unknown
40550.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,408.8295757919721,Unknown,Tamil Nadu
40551.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,96.12901668661264,Tamil Nadu,Unknown
40552.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,252.4592242975245,Unknown,Tamil Nadu
40553.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,450.115125070273,Tamil Nadu,Unknown
40554.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,154.07718362757345,Unknown,Tamil Nadu
40555.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,225.6348574111328,Tamil Nadu,Unknown
40556.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,502.638944552152,Unknown,Tamil Nadu
40557.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,109.85785425528616,Tamil Nadu,Unknown
40558.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,94.5923314132905,Unknown,Tamil Nadu
40559.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,259.275938264217,Tamil Nadu,Unknown
40560.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,635.357461534229,Unknown,Tamil Nadu
40561.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,609.5141546480908,Tamil Nadu,Unknown
40562.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,363.2115599412638,Unknown,Tamil Nadu
40563.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,536.9351801206429,Tamil Nadu,Unknown
40564.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,145.16587302129943,Unknown,Tamil Nadu
40565.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,391.4802149924666,Tamil Nadu,Unknown
40566.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,263.7255483007408,Unknown,Tamil Nadu
40567.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,273.7462430380677,Tamil Nadu,Unknown
40568.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,390.7203962772022,Unknown,Tamil Nadu
40569.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,327.1633250968295,Tamil Nadu,Unknown
40570.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,568.2438717773314,Unknown,Tamil Nadu
40571.0,TBM - CGL EM,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,444.3958647996103,Tamil Nadu,Unknown
40572.0,TBM-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,490.1940499933897,Unknown,Tamil Nadu
40573.0,MSB-TBM EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,686.158385313343,Tamil Nadu,Unknown
40574.0,TBM-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,365.1228263994458,Unknown,Tamil Nadu
40601.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,698.0650425329495,Tamil Nadu,Unknown
40602.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,128.1137800292994,Unknown,Tamil Nadu
40603.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,207.3476496185567,Tamil Nadu,Unknown
40604.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,196.9234968687058,Unknown,Tamil Nadu
40605.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,245.00144014842616,Tamil Nadu,Unknown
40606.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,119.85365748593097,Unknown,Tamil Nadu
40607.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,98.57528329508985,Tamil Nadu,Unknown
40608.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,231.36710283347227,Unknown,Tamil Nadu
40609.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,207.67046480141585,Tamil Nadu,Unknown
40610.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,537.1191891139437,Unknown,Tamil Nadu
40612.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,490.7008982904536,Unknown,Tamil Nadu
40613.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,285.0855847916857,Tamil Nadu,Unknown
40614.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,480.1206618254178,Unknown,Tamil Nadu
40615.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,112.35678832500854,Tamil Nadu,Unknown
40616.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,229.5149726680378,Unknown,Tamil Nadu
40617.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,269.1689107637736,Tamil Nadu,Unknown
40618.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,594.9433529650643,Unknown,Tamil Nadu
40619.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,445.6343841046162,Tamil Nadu,Unknown
40621.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,75.76384520869902,Tamil Nadu,Unknown
40622.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,669.636125356262,Unknown,Tamil Nadu
40623.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,345.2336898832769,Tamil Nadu,Unknown
40624.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,514.083349610528,Unknown,Tamil Nadu
40625.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,558.0588032743417,Tamil Nadu,Unknown
40626.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,419.9157303500066,Unknown,Tamil Nadu
40627.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,222.380492952082,Tamil Nadu,Unknown
40628.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,669.1816269945501,Unknown,Tamil Nadu
40629.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,325.38119274969034,Tamil Nadu,Unknown
40630.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,210.3707042238849,Unknown,Tamil Nadu
40631.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,360.7639735286375,Tamil Nadu,Unknown
40632.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,454.9962497626223,Unknown,Tamil Nadu
40633.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,468.1398001559128,Tamil Nadu,Unknown
40634.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,510.2634623419876,Unknown,Tamil Nadu
40635.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,616.845052927047,Tamil Nadu,Unknown
40636.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,519.0778874462003,Unknown,Tamil Nadu
40637.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,177.41349844008792,Tamil Nadu,Unknown
40638.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,547.7577688458981,Unknown,Tamil Nadu
40639.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,613.4372088457869,Tamil Nadu,Unknown
40640.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,90.67050304554968,Unknown,Tamil Nadu
40641.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,508.39995459007946,Tamil Nadu,Unknown
40642.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,646.9978760480975,Unknown,Tamil Nadu
40643.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,270.9133577370668,Tamil Nadu,Unknown
40644.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,495.9205388485286,Unknown,Tamil Nadu
40645.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,185.4889510632272,Tamil Nadu,Unknown
40646.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,305.4755255186622,Unknown,Tamil Nadu
40647.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,335.11749458462833,Tamil Nadu,Unknown
40648.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,409.0697738860592,Unknown,Tamil Nadu
40649.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,96.5006103760778,Tamil Nadu,Unknown
40650.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,513.9977739882355,Unknown,Tamil Nadu
40651.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,546.4096151629644,Tamil Nadu,Unknown
40652.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,206.03708311039583,Unknown,Tamil Nadu
40653.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,688.7322941928313,Tamil Nadu,Unknown
40654.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,434.1856917156945,Unknown,Tamil Nadu
40655.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,581.5091655229357,Tamil Nadu,Unknown
40656.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,242.07090470397483,Unknown,Tamil Nadu
40657.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,200.54176904890429,Tamil Nadu,Unknown
40658.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,182.18917061790376,Unknown,Tamil Nadu
40659.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,470.2415586477592,Tamil Nadu,Unknown
40660.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,530.3575152622743,Unknown,Tamil Nadu
40661.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,673.5611625093007,Tamil Nadu,Unknown
40662.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,214.30389020210328,Unknown,Tamil Nadu
40663.0,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,276.1091488708608,Tamil Nadu,Unknown
40664.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,548.4044540731472,Unknown,Tamil Nadu
40665.0,MSB - CGL EM,CHENNAI BEACH,CHENGALPATTU,62.997,1.726666667,593.9333453622438,Tamil Nadu,Unknown
40666.0,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,63.405,1.708333333,248.02048488399475,Unknown,Tamil Nadu
40701.0,MSB-TMLP EMU,CHENNAI BEACH,TIRUMALPUR,80.644,2.036666667,651.7635128730392,Tamil Nadu,Unknown
40702.0,TMLP-MSB EMU,TIRUMALPUR,CHENNAI BEACH,80.584,2.078888889,456.0018848532596,Unknown,Tamil Nadu
40704.0,TMLP-MSB EMU,TIRUMALPUR,CHENNAI BEACH,80.584,2.078888889,209.6657458029184,Unknown,Tamil Nadu
40705.0,MSB-TMLP EMU,CHENNAI BEACH,TIRUMALPUR,80.644,2.036666667,532.6831869372359,Tamil Nadu,Unknown
40706.0,TMLP-MSB EMU,TIRUMALPUR,CHENNAI BEACH,80.584,2.078888889,283.4980382657104,Unknown,Tamil Nadu
40707.0,MSB-TMLP EMU,CHENNAI BEACH,TIRUMALPUR,80.644,2.036666667,289.8119282382685,Tamil Nadu,Unknown
40708.0,TMLP-MSB EMU,TIRUMALPUR,CHENNAI BEACH,80.584,2.078888889,519.1720002084944,Unknown,Tamil Nadu
40709.0,MSB-TMLP EMU,CHENNAI BEACH,TIRUMALPUR,80.644,2.036666667,272.6768150264581,Tamil Nadu,Unknown
40711.0,MSB-TMLP EMU,CHENNAI BEACH,TIRUMALPUR,80.644,2.036666667,635.7924141359879,Tamil Nadu,Unknown
40712.0,TMLP-MSB EMU,TIRUMALPUR,CHENNAI BEACH,80.584,2.078888889,291.3513082236649,Unknown,Tamil Nadu
40751.0,MSB-TMLP EMU,CHENNAI BEACH,TIRUMALPUR,80.644,2.036666667,659.0345270755888,Tamil Nadu,Unknown
40752.0,TMLP-MSB EMU,TIRUMALPUR,CHENNAI BEACH,80.584,2.078888889,155.588934342678,Unknown,Tamil Nadu
40754.0,TMLP - MSB E,TIRUMALPUR,CHENNAI BEACH,80.584,2.078888889,220.7513672271649,Unknown,Tamil Nadu
40755.0,MSB-TMLP EMU,CHENNAI BEACH,TIRUMALPUR,80.644,2.036666667,194.9633369469116,Tamil Nadu,Unknown
40756.0,TMLP-MSB EMU,TIRUMALPUR,CHENNAI BEACH,80.584,2.078888889,232.57096883624936,Unknown,Tamil Nadu
40757.0,MSB-TMLP EMU,CHENNAI BEACH,TIRUMALPUR,80.644,2.036666667,203.6028764522664,Tamil Nadu,Unknown
40758.0,TMLP-MSB EMU,TIRUMALPUR,CHENNAI BEACH,80.584,2.078888889,226.16082235413225,Unknown,Tamil Nadu
40759.0,MSB-TMLP EMU,CHENNAI BEACH,TIRUMALPUR,80.644,2.036666667,605.2579424526201,Tamil Nadu,Unknown
40761.0,MSB-TMLP EMU,CHENNAI BEACH,TIRUMALPUR,80.644,2.036666667,664.9841522216001,Tamil Nadu,Unknown
40762.0,TMLP-MSB EMU,TIRUMALPUR,CHENNAI BEACH,80.584,2.078888889,133.44274923944093,Unknown,Tamil Nadu
40801.0,MSB-CJ EMU L,CHENNAI BEACH,KANCHIPURAM,72.073,1.945555556,292.26132046418127,Tamil Nadu,Unknown
40802.0,CJ-MSB EMU L,KANCHIPURAM,CHENNAI BEACH,71.689,2.000555556,191.9626895531799,Unknown,Tamil Nadu
40803.0,MSB-CJ EMU L,CHENNAI BEACH,KANCHIPURAM,72.073,1.945555556,641.7579196700874,Tamil Nadu,Unknown
40804.0,CJ-MSB EMU L,KANCHIPURAM,CHENNAI BEACH,71.689,2.000555556,157.35793163635293,Unknown,Tamil Nadu
40901.0,CGL-TMLP EMU,CHENGALPATTU,TIRUMALPUR,58.131,1.428611111,571.8545734032095,Unknown,Unknown
40902.0,TMLP-CGL EMU,TIRUMALPUR,CHENGALPATTU,53.436,1.466111111,321.30341459168744,Unknown,Unknown
41001.0,MSB-VLCY,CHENNAI BEACH,VELACHEERY,16.652,0.650833333,217.8596510175094,Tamil Nadu,Unknown
41003.0,MSB-VLCY,CHENNAI BEACH,VELACHEERY,16.652,0.650833333,560.1078762173204,Tamil Nadu,Unknown
41006.0,VLCY-MSB,VELACHEERY,CHENNAI BEACH,15.831,0.683333333,654.0296239733854,Unknown,Tamil Nadu
41008.0,VLCY-MSB,VELACHEERY,CHENNAI BEACH,15.831,0.683333333,696.103627433515,Unknown,Tamil Nadu
41009.0,MSB-VLCY,CHENNAI BEACH,VELACHEERY,16.652,0.650833333,283.0843351443394,Tamil Nadu,Unknown
41012.0,VLCY-MSB,VELACHEERY,CHENNAI BEACH,15.831,0.683333333,191.62924781420327,Unknown,Tamil Nadu
41013.0,MSB-VLCY,CHENNAI BEACH,VELACHEERY,16.652,0.650833333,578.8227551031661,Tamil Nadu,Unknown
41014.0,VLCY-MSB,VELACHEERY,CHENNAI BEACH,15.831,0.683333333,211.30759874315464,Unknown,Tamil Nadu
41015.0,MSB-VLCY,CHENNAI BEACH,VELACHEERY,16.652,0.650833333,397.1048911026686,Tamil Nadu,Unknown
41016.0,VLCY-MSB,VELACHEERY,CHENNAI BEACH,15.831,0.683333333,679.6156474406852,Unknown,Tamil Nadu
41017.0,MSB-VLCY,CHENNAI BEACH,VELACHEERY,16.652,0.650833333,391.9617277975392,Tamil Nadu,Unknown
41020.0,VLCY-MSB,VELACHEERY,CHENNAI BEACH,15.831,0.683333333,596.184770305809,Unknown,Tamil Nadu
41021.0,MSB-VLCY,CHENNAI BEACH,VELACHEERY,16.652,0.650833333,612.3055335865316,Tamil Nadu,Unknown
41022.0,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,15.831,0.683333333,463.7965002656738,Unknown,Tamil Nadu
41023.0,MSB-VLCY,CHENNAI BEACH,VELACHEERY,16.652,0.650833333,648.5328899424452,Tamil Nadu,Unknown
41024.0,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,15.831,0.683333333,360.30983172710967,Unknown,Tamil Nadu
41028.0,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,15.831,0.683333333,141.45081055993722,Unknown,Tamil Nadu
41029.0,MSB-VLCY,CHENNAI BEACH,VELACHEERY,16.652,0.650833333,330.65649221584505,Tamil Nadu,Unknown
41033.0,MSB-VLCY,CHENNAI BEACH,VELACHEERY,16.652,0.650833333,481.31976279652775,Tamil Nadu,Unknown
41035.0,MSB-VLCY,CHENNAI BEACH,VELACHEERY,16.652,0.650833333,373.6319137199438,Tamil Nadu,Unknown
41036.0,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,15.831,0.683333333,590.7849491958855,Unknown,Tamil Nadu
41038.0,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,15.831,0.683333333,116.51502673104156,Unknown,Tamil Nadu
41040.0,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,15.831,0.683333333,501.5518209450502,Unknown,Tamil Nadu
41042.0,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,15.831,0.683333333,377.0143651984777,Unknown,Tamil Nadu
41043.0,MSB-VLCY,CHENNAI BEACH,VELACHEERY,16.652,0.650833333,511.86829110432393,Tamil Nadu,Unknown
41046.0,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,15.831,0.683333333,596.7416394403606,Unknown,Tamil Nadu
